Doctor ID,Doctor Name,Doctor Score,Scoliosis Type
5881,dr michael cristani calgary ab ca,4.5,infantile
5882,Dr Christina L. Michaelis Houston TX ,2.75,juvenile
5883,Dr Paul L. Leong Sewickley PA ,4.0,lordosis
5885,Dr Will Mauch Pickering ON ,5.0,adult
5887,Dr Eunseok Oh Vienna VA ,4.25,dextroscoliosisfunctional
5888,dr miriam harel avon ct us,1.0,dextroscoliosislevoscoliosisneuromuscular
5889,Dr LEV ELTERMAN Skokie IL ,4.75,compensatory
5890,Dr Wei Wang Englewood NJ ,2.0,dextroscoliosis
5891,dr talal farouk mustafa ali st anthony nl ca,4.75,levoscoliosis
5892,dr anup patel orlando fl us,5.0,kyphosis
5893,dr husain khambati langley bc ca,5.0,idiopathic
5894,Dr Atif Haque Fort Worth TX ,4.0,infantile
5897,Dr SHALIN K. PATEL Dallas TX ,5.0,adolescent
5898,Dr CARL RIDDICK PORTLAND OR ,4.5,adult
5899,dr dana cooper sudbury on ca,5.0,dextroscoliosisstructuralcompensatory
5900,Dr Steven M. Krakora WASHINGTON PA ,5.0,dextroscoliosisfunctional
5901,Dr Ruby C. Reyes Edison NJ ,3.0,dextroscoliosislevoscoliosisneuromuscular
5904,Dr Mark J. Domet Boys Town NE ,4.5,levoscoliosis
5905,Dr Andrew M. Jasek Janesville WI ,4.0,kyphosis
5906,Dr Donald B. Colvin Fairfax VA ,4.0,idiopathic
5907,Dr Mark R. Jaffe Dallas TX ,5.0,infantile
5908,Dr Sujit R. Varma Edina MN ,4.0,juvenile
5909,Dr DAVID B. ADAMS Atlanta GA ,5.0,lordosis
5911,Dr Michael Prytula St. Catharines ON ,3.0,adult
5912,Dr Christine Bovo Montreal QC ,4.75,dextroscoliosisstructuralcompensatory
5913,Dr Teddy Chung Oakville ON ,3.75,dextroscoliosisfunctional
5914,Dr Christopher L. Tye Colleyville TX ,4.75,dextroscoliosislevoscoliosisneuromuscular
5918,Dr Harpreet Bajaj Toronto ON ,2.0,kyphosis
5919,Dr CHRISTINE A. QUATRO Hurst TX ,2.0,idiopathic
5920,Dr Mark J. Seifert Phoenix AZ ,4.75,infantile
5921,Dr ELLEN I. VORONOV Downers Grove IL ,1.0,juvenile
5922,Dr REZWAN H. CHOWDHURY Scottsdale AZ ,5.0,lordosis
5924,dr nirmala chandrasekaran toronto on ca,4.5,adult
5927,dr sarah martins calgary ab ca,5.0,dextroscoliosislevoscoliosisneuromuscular
5928,Dr AISHA H. SHAREEF Munster IN ,5.0,compensatory
5929,Dr Justin M. Skripak Hoboken NJ ,4.0,dextroscoliosis
5930,Dr Amaryllis Pascual Aventura FL ,4.0,levoscoliosis
5931,Dr HINA S. HASSAN HOUSTON TX ,4.75,kyphosis
5932,Dr Joseph A. Donnellan hillsborough NJ ,3.75,idiopathic
5933,dr sukhdeep gill abbotsford bc ca,4.0,infantile
5934,Dr WEIHONG ZHENG Needham MA ,4.0,juvenile
5935,dr ripple sharma greenbrae ca us,5.0,lordosis
5936,dr sanjay s reddy,4.25,adolescent
5938,Dr Mark Boyd Montreal QC ,4.25,dextroscoliosisstructuralcompensatory
5940,Dr Theresa Taylor Calgary AB ,4.0,dextroscoliosislevoscoliosisneuromuscular
5942,Dr FARZAM KASHANIAN Brooklyn NY ,3.25,dextroscoliosis
5943,Dr Thuy Tu Nguyen Orleans ON ,4.5,levoscoliosis
5944,dr jeanie yuh mississauga on ca,4.75,kyphosis
5946,RENEE DENOBREGA READING PA ,5.0,infantile
5947,Dr O. Alex Lesani Las Vegas NV ,4.0,juvenile
5948,Dr CHARLES B. LOVELADY SCOTTSBORO AL ,4.75,lordosis
5949,Dr Wendy C. Huhn Orlando FL ,1.0,adolescent
5950,Dr George Bolen Bethesda MD ,4.0,adult
5951,Dr Aaron Samanta Kitchener ON ,5.0,dextroscoliosisstructuralcompensatory
5952,Dr Fares Sbaiti Burlington ON ,5.0,dextroscoliosisfunctional
5953,Dr T. ADAM Cotsen Los Angeles CA ,5.0,dextroscoliosislevoscoliosisneuromuscular
5954,dr jenna oshea florissant mo us,5.0,compensatory
5956,Dr Magda Barnard Bedford NS ,4.75,levoscoliosis
5957,Dr Tanya Sehgal Delhi DL ,4.25,kyphosis
5958,Dr NAVIN ARORA Newport News VA ,5.0,idiopathic
5960,Dr Carlos J. Piniella Miami FL ,4.0,juvenile
5961,Dr Henry E. Aryan Fresno CA ,5.0,lordosis
5964,Dr MICHAEL B. JOHNSON Los Angeles CA ,4.75,dextroscoliosisstructuralcompensatory
5965,Dr ROMAN GRINBERG STATEN ISLAND NY ,4.75,dextroscoliosisfunctional
5968,Dr GERI E. JUSTICE TIFTON GA ,5.0,dextroscoliosis
5969,Dr ROBERT L. VITALETTI Denver CO ,4.0,levoscoliosis
5970,Dr Myriam Mondestin Sorrentino VOORHEES NJ ,4.0,kyphosis
5971,Dr LOUAY TOMA WALNUT CREEK CA ,5.0,idiopathic
5972,Dr Linda L. Liu Scottsdale AZ ,4.75,infantile
5973,Dr Anna I. Wooten Sewickley PA ,4.5,juvenile
5974,Dr YOUSSEF S. RIZK clinton township MI ,5.0,lordosis
5975,Dr Peter Dukesz Newmarket ON ,4.75,adolescent
5976,dr mohamed salyani oakville on ca,4.75,adult
5977,Dr Jonathan D. Hoffberger Plantation FL ,3.75,dextroscoliosisstructuralcompensatory
5979,Dr Debra L. Bunger Aptos CA ,2.5,dextroscoliosislevoscoliosisneuromuscular
5981,dr katherine kuehn vancouver bc ca,4.5,dextroscoliosis
5983,Dr Joseph B. Stanford WEST JORDAN UT ,4.75,kyphosis
5985,Dr David B. Argo Cincinnati OH ,5.0,infantile
5986,Dr Alexander Shifrin BROOKLYN NY ,4.75,juvenile
5987,dr alison mcguire ottawa on ca,5.0,lordosis
5989,Dr LARISSE K. LEE Los Angeles CA ,4.75,adult
5990,dr mei gao princeton nj us,5.0,dextroscoliosisstructuralcompensatory
5991,Dr CHAD R. FOSTER TEMPE AZ ,5.0,dextroscoliosisfunctional
5992,Dr Andrew Han Abbotsford BC ,4.0,dextroscoliosislevoscoliosisneuromuscular
5993,Dr FREDERICK S. SONG Princeton NJ ,5.0,compensatory
5994,Dr JASON GREEN Fort Lauderdale FL ,4.5,dextroscoliosis
5995,John Zhang Boston MA ,4.75,levoscoliosis
5996,Dr Jordan L. Weinstein DOWNERS GROVE IL ,4.0,kyphosis
5998,Dr PETER S. CHA Cincinnati OH ,5.0,infantile
5999,Dr SAIMA KAMAL St. Louis MO ,5.0,juvenile
6000,Dr Lana Rozenberg New York NY ,5.0,lordosis
6001,Dr CARYN L. SILVER Sarasota FL ,3.0,adolescent
6003,Dr Andrea Veisman Toronto ON ,5.0,dextroscoliosisstructuralcompensatory
6006,Dr NICKHIL GUPTA PISCATAWAY NJ ,4.5,compensatory
6008,Dr Raj Satkunasivam Los Angeles CA ,5.0,levoscoliosis
6009,Dr Ken Nakamura Toronto ON ,5.0,kyphosis
6010,Dr ELIZABETH H. KATZ ATHENS GA ,3.75,idiopathic
6012,Dr GRACIE STURDIVANT McAllen TX ,3.0,juvenile
6013,dr charles turnermd lafayette in us,2.25,lordosis
6014,dr rachel shin london on ca,5.0,adolescent
6015,Dr FREDA LEVY Dallas TX ,5.0,adult
6016,Dr Susan Ghazali Winnipeg MB ,3.75,dextroscoliosisstructuralcompensatory
6017,Dr Niharika Jain Jabalpur MP ,5.0,dextroscoliosisfunctional
6018,Dr Mark Manning Guelph ON ,5.0,dextroscoliosislevoscoliosisneuromuscular
6019,Dr WASSIA KHAJA Jacksonville FL ,5.0,compensatory
6020,Dr CHRISTY S. RAINEY Branson MO ,3.0,dextroscoliosis
6021,Dr Darsit K. Shah Shrewsbury Township NJ ,4.5,levoscoliosis
6023,Dr Michael T. Clarke Syracuse NY ,5.0,idiopathic
6024,debra woodard sykesville md us,5.0,infantile
6025,Dr Perry M. Herman Monroe Township NJ ,4.75,juvenile
6026,Dr Leonard T. Hackett Fresno CA ,4.75,lordosis
6027,Dr Caroline Tosoni Ottawa ON ,5.0,adolescent
6028,Dr S. BRENDA Moorthy Glendale AZ ,4.0,adult
6029,Dr Tomas A. Gonzalez Harlingen TX ,5.0,dextroscoliosisstructuralcompensatory
6030,eric lutzwick bismarck nd us,5.0,dextroscoliosisfunctional
6032,Dr Gregory L. Jewell St. Louis MO ,5.0,compensatory
6033,Zhi Liang Huo Winter Park FL ,4.0,dextroscoliosis
6034,Dr Robert D. Oates Boston MA ,4.0,levoscoliosis
6037,Dr NASIR A. SIDDIQUI Pittsburgh PA ,5.0,infantile
6038,Dr Kenton T. Bruice Denver CO ,4.0,juvenile
6039,Dr KRISTOFFER RYAN DE LARA New Brunswick NJ ,5.0,lordosis
6040,Dr Ashlin Alexander Toronto ON ,4.0,adolescent
6041,Dr SANDRA LETICIA CROSARA Des Moines IA ,4.5,adult
6042,Dr Kimberly Sackheim New York NY ,5.0,dextroscoliosisstructuralcompensatory
6043,Dr Richard P. Winne MORRISTOWN NJ ,3.75,dextroscoliosisfunctional
6044,dr issam loubani london on ca,5.0,dextroscoliosislevoscoliosisneuromuscular
6045,Dr ALLEN R. DORSETT Pasadena TX ,5.0,compensatory
6046,Dr Steven C. Allgood Mason City IA ,5.0,dextroscoliosis
6048,dr james lee montreal qc ca 2,4.75,kyphosis
6049,Dr Kathleen M. Doody BEDFORD TX ,4.5,idiopathic
6050,Dr Vincent della Zazzera Ottawa ON ,4.75,infantile
6051,Dr Kathryn Becker Calgary AB ,4.5,juvenile
6052,dr yajuvendra bisht sydney nsw au,4.0,lordosis
6053,Dr Justin Epstein Burlington ON ,4.5,adolescent
6056,dr alyson howatt edmonton ab ca,5.0,dextroscoliosisfunctional
6057,Dr Paramjit Perry Sahni Calgary AB ,4.5,dextroscoliosislevoscoliosisneuromuscular
6058,Dr NATACHA FALCON PHILADELPHIA PA ,5.0,compensatory
6063,dr scotty bolding springdale ar us,5.0,infantile
6064,dr gavin a falk kalispell mt us,5.0,juvenile
6065,OLIVIA KROENING ROCHE OREGON CITY OR ,4.75,lordosis
6066,Dr Julian De Silva London ENG ,4.5,adolescent
6067,Dr Mark Eltis Toronto ON ,4.5,adult
6068,Dr Ales Aliashkevich Melbourne VIC ,5.0,dextroscoliosisstructuralcompensatory
6069,Dr Mimi Cho Edina MN ,4.75,dextroscoliosisfunctional
6071,Dr Arif Bungash St. John NB ,5.0,compensatory
6072,Dr Wendy R. Bond Cape Coral FL ,4.25,dextroscoliosis
6073,Dr LAWRENCE H. NEWMAN Las Vegas NV ,4.0,levoscoliosis
6075,Dr Richard J. Teff Billings MT ,4.75,idiopathic
6076,Dr Erik Van Kleek Newberg OR ,4.5,infantile
6077,Dr Meaghan Mccollum Calgary AB ,4.75,juvenile
6078,Dr Daniel F. Kelly Santa Monica CA ,5.0,lordosis
6079,Dr Salvatore V. Raccuia Brooklyn NY ,5.0,adolescent
6080,STACEY K. YEPES Dallas TX ,5.0,adult
6082,dr nakul mahajan staten island ny us,5.0,dextroscoliosisfunctional
6083,Dr Elizabeth Hall Findlay Banff AB ,5.0,dextroscoliosislevoscoliosisneuromuscular
6084,Dr Michael F. Bardwil Houston TX ,2.25,compensatory
6085,Dr Pierre Picard Hamilton ON ,4.0,dextroscoliosis
6086,Dr Jessica Nesbitt Red Deer AB ,5.0,levoscoliosis
6087,Dr John R. Miklos ALPHARETTA GA ,5.0,kyphosis
6088,Dr Caroline B. Huang ARLINGTON VA ,2.0,idiopathic
6089,Dr TATIANA FLEISCHMAN Darien CT ,4.0,infantile
6090,Dr Fady Ghaly Weyburn SK ,3.0,juvenile
6091,Dr KRISTYN PISTONE HAVERHILL MA ,4.5,lordosis
6092,Dr MARK I. Block Hollywood FL ,5.0,adolescent
6094,Dr David Morrow Toronto ON ,4.75,dextroscoliosisstructuralcompensatory
6095,Dr Sameer Sekhon Brampton ON ,5.0,dextroscoliosisfunctional
6096,Dr Michael Stifelman New York NY ,4.0,dextroscoliosislevoscoliosisneuromuscular
6097,dr paul young bedford ns ca,4.75,compensatory
6098,Dr Joseph K. Hyon Park Ridge NJ ,3.0,dextroscoliosis
6099,Dr Ali Nasser Calgary AB ,5.0,levoscoliosis
6101,Dr Jennifer K. Kramer Bellmore NY ,5.0,idiopathic
6102,dr hamid tajbakhsh burnaby bc ca,5.0,infantile
6105,RACHEL BONNER ASHBURN VA ,5.0,adolescent
6106,Dr Kristin S. Nesbitt Frederick MD ,2.75,adult
6107,dr mike forseth calgary ab ca,5.0,dextroscoliosisstructuralcompensatory
6108,Dr Mark Gudesblatt BAY SHORE NY ,3.25,dextroscoliosisfunctional
6109,Dr ERIC A. HELLER Boca Raton FL ,4.25,dextroscoliosislevoscoliosisneuromuscular
6110,Dr Shaad B. Bidiwala Dallas TX ,4.75,compensatory
6111,Dr Gary G. King Orlando FL ,5.0,dextroscoliosis
6112,Dr John C. Tanner JACKSONVILLE BEACH FL ,3.75,levoscoliosis
6113,Dr THOMAS M. HECKER Fort Collins CO ,4.0,kyphosis
6114,Dr Patricia A. Rodriguez Arlington VA ,2.5,idiopathic
6115,Dr Michael Rondinelli Sarnia ON ,4.0,infantile
6116,Dr Lisa Keen Calgary AB ,4.75,juvenile
6117,Dr Marc D. Glashofer Garden City NY ,5.0,lordosis
6118,dr dan nayot toronto on ca,4.0,adolescent
6119,Dr James A. Howard Tifton GA ,4.0,adult
6121,Dr Paul Clark Mississauga ON ,4.25,dextroscoliosisfunctional
6122,dr mayadevi pande london on ca,5.0,dextroscoliosislevoscoliosisneuromuscular
6123,Dr Philip J. Vahab Herndon VA ,4.5,compensatory
6125,Dr Amit R. Patel Hinsdale IL ,5.0,levoscoliosis
6126,Dr Aimee Ferrell Baton Rouge LA ,4.5,kyphosis
6128,Dr Gerard J. Gianoli Covington LA ,4.75,infantile
6129,Dr Chris Pollock New Westminster BC ,5.0,juvenile
6130,Dr Joseph T. Lee Arlington VA ,4.5,lordosis
6131,Dr Samuel Tarantino TAMPA FL ,4.75,adolescent
6132,Dr Jonathan S. Hott Phoenix AZ ,5.0,adult
6134,dr nichelle wilson douglasville ga us,5.0,dextroscoliosisfunctional
6135,Dr Poonam Batra Toronto ON ,4.0,dextroscoliosislevoscoliosisneuromuscular
6136,Dr Chris Yavis Calgary AB ,5.0,compensatory
6137,Dr Kaes Al Ali Port Hope ON ,4.75,dextroscoliosis
6138,Dr KATHLEEN L. MUNSELL Fresno CA ,4.75,levoscoliosis
6139,Dr Dany Morais Quebec QC ,4.0,kyphosis
6140,dr theresa higgo bedfordview gt za,4.0,idiopathic
6142,Dr Michael J. ADLER Sioux Falls SD ,4.75,juvenile
6143,Zhi Ping Ren Scarborough ON ,4.75,lordosis
6146,Dr Terry L. Beck Midland TX ,4.0,dextroscoliosisstructuralcompensatory
6148,Dr Lanny Hecker Phoenix AZ ,3.0,dextroscoliosislevoscoliosisneuromuscular
6149,Dr JOHN R. KUKUCKA Manasquan NJ ,5.0,compensatory
6150,Dr SERENA L. DOVEY AURORA CO ,5.0,dextroscoliosis
6151,Dr Wendell A. Gibby Provo UT ,3.0,levoscoliosis
6155,Dr Jeffrey H. Lumerman GARDEN CITY NY ,4.0,juvenile
6156,Dr Karen A. Wirtshafter Parsippany NJ ,4.0,lordosis
6158,Dr Brodie Ramin Ottawa ON ,4.0,adult
6159,Dr Ken Marenco Orleans ON ,5.0,dextroscoliosisstructuralcompensatory
6160,dr alysha hirjee edmonton ab ca,4.0,dextroscoliosisfunctional
6161,Dr Sandra P. Fallon Santa Monica CA ,5.0,dextroscoliosislevoscoliosisneuromuscular
6162,dr john t paruch florissant mo us,5.0,compensatory
6163,Dr Randall J. Bremner Decorah IA ,4.0,dextroscoliosis
6165,Dr Naeem Z. Abdulla Toronto ON ,4.75,kyphosis
6167,Dr Rex Hawthorne Vernon BC ,4.75,infantile
6168,dr alberto rivera maldonado cincinnati oh us,5.0,juvenile
6169,Dr George D. Kofinas Brooklyn NY ,4.25,lordosis
6170,Dr Randy Rosenberg HUNTINGDON VALLEY PA ,3.25,adolescent
6172,Dr CHARITY H. GRANNIS DALLAS TX ,4.25,dextroscoliosisstructuralcompensatory
6173,Dr Fiona Soong Toronto ON ,4.5,dextroscoliosisfunctional
6174,dr kiera buchanan brisbane qld au,4.75,dextroscoliosislevoscoliosisneuromuscular
6175,Dr ARMIN V. OSKOUEI Atlanta GA ,3.25,compensatory
6176,Dr AMEETA A. WALIA LAKE SUCCESS NY ,3.75,dextroscoliosis
6177,Dr Nancy Chung North York ON ,4.5,levoscoliosis
6179,Dr Garrett H. SMITH STERLING HEIGHTS MI ,4.0,idiopathic
6182,Dr Richard T. Hung Houston TX ,5.0,lordosis
6183,Dr Kamyar Cohanshohet Beverly Hills CA ,4.5,adolescent
6184,Dr HALEEM N. CHAUDHARY Cincinnati OH ,5.0,adult
6186,Dr JASON E. BERILGEN The Woodlands TX ,5.0,dextroscoliosisfunctional
6188,ca on toronto mehdi adibrad,5.0,compensatory
6189,Dr RONAK A. PATEL Jacksonville FL ,5.0,dextroscoliosis
6190,Dr JAMES D. GOULD Festus MO ,5.0,levoscoliosis
6191,Dr Aliya Rajwani Calgary AB ,5.0,kyphosis
6192,Dr Ghassan K. Bejjani Pittsburgh PA ,4.0,idiopathic
6193,giti caravan saskatoon sk ca,4.5,infantile
6194,Dr Nancy R. Ekelman NEW YORK NY ,4.0,juvenile
6195,Dr REENA Pathak Windsor ON ,5.0,lordosis
6196,Dr Edward Chan Markham ON ,4.75,adolescent
6197,Dr NEDA NOSRATI BELLAIRE TX ,5.0,adult
6198,Dr Payal S. PATEL SAFETY HARBOR FL ,5.0,dextroscoliosisstructuralcompensatory
6199,Dr Fernando Maria Velez Gonzalez Valleyfield QC ,4.5,dextroscoliosisfunctional
6200,dr ana mantilla lakeland fl us,5.0,dextroscoliosislevoscoliosisneuromuscular
6201,Dr Wasim A. Haque Flower Mound TX ,3.0,compensatory
6204,Dr JENNIFER S. KNAPP Elkhart IN ,2.5,kyphosis
6205,Dr Frank H. Singh Woodhaven MI ,4.0,idiopathic
6206,Dr Saleh Al Daghreer Red Deer AB ,4.0,infantile
6207,us ga atlanta jill t cierny md,5.0,juvenile
6208,Dr Asif Aziz Greenville TX ,4.75,lordosis
6209,Dr David Meisels Vaughan ON ,5.0,adolescent
6211,Dr SETH M. Kaufman Scottsdale AZ ,4.0,dextroscoliosisstructuralcompensatory
6213,Dr Melissa A. Kendall Orem UT ,4.0,dextroscoliosislevoscoliosisneuromuscular
6214,Dr Patrick B. Senatus South Windsor CT ,4.0,compensatory
6215,Dr Lizette Lourens Canmore AB ,4.0,dextroscoliosis
6216,Dr David M. Katz Bethesda MD ,3.0,levoscoliosis
6217,Dr Narges Nasrin Bitaraf Toronto ON ,4.0,kyphosis
6219,Dr GABRIELLA GUTMAN Lumberton NJ ,5.0,infantile
6220,Dr RONALD L. HAMMERS Maywood IL ,4.75,juvenile
6221,Dr Imran Fayaz KINGWOOD TX ,4.25,lordosis
6222,Dr James E. Fagelson Englewood CO ,5.0,adolescent
6223,Dr CHARLES O. ORJI Tyler TX ,4.0,adult
6224,Dr SHARMILEE THOTA Niagara Falls NY ,4.75,dextroscoliosisstructuralcompensatory
6225,Dr JESSICA A. HEALY Woodbury MN ,5.0,dextroscoliosisfunctional
6226,Dr Malaika M. Witter Hewitt Johns Creek GA ,3.75,dextroscoliosislevoscoliosisneuromuscular
6228,Dr Jill Levine Toronto ON ,4.0,dextroscoliosis
6229,Dr JUSTIN C. COHEN New York NY ,4.0,levoscoliosis
6230,Dr Z Taher Edmonton AB ,4.0,kyphosis
6231,Dr Katherine Vardapetyan Wantirna South VIC ,3.75,idiopathic
6233,Dr Ronald F. Kloc Peru IL ,5.0,juvenile
6236,Dr Suzanne Baptista Toronto ON ,5.0,adult
6237,Dr David Hirsch Toronto ON ,4.75,dextroscoliosisstructuralcompensatory
6240,Dr Bradley M. Ginzler Coral Springs FL ,4.0,compensatory
6241,Dr SABEEN RANI ROBSTOWN TX ,5.0,dextroscoliosis
6243,Dr Lisa Longworth Morristown NJ ,4.75,kyphosis
6245,dr karyn smith burnaby bc ca,5.0,infantile
6246,dr buki ajala calgary ab ca,3.75,juvenile
6247,dr mete akin owings mills md us,5.0,lordosis
6248,Rebecca Sprintz Winnipeg MB ,5.0,adolescent
6249,Dr R James Jensen Lethbridge AB ,5.0,adult
6250,Dr Ronald Levine NAPLES FL ,5.0,dextroscoliosisstructuralcompensatory
6252,Dr M. Clare K. McCarthy Edina MN ,1.75,dextroscoliosislevoscoliosisneuromuscular
6253,Dr Peter Bennett Langley BC ,4.0,compensatory
6254,Dr David A. Genn Cortlandt Manor NY ,5.0,dextroscoliosis
6255,NICOLE STANIGER DALLAS TX ,5.0,levoscoliosis
6256,Dr Rebecca Chin Kuo Joliet IL ,4.5,kyphosis
6257,Dr Daniel Lanzer Malvern VIC ,3.5,idiopathic
6258,Dr Maryanne Quinn Boston MA ,4.75,infantile
6259,dr kait graham ottawa on ca,5.0,juvenile
6260,Dr Hilary Nieberg Baskin Lakewood CO ,5.0,lordosis
6261,Sarah Skea Red Bank NJ ,5.0,adolescent
6263,Dr Masue Li Naperville IL ,4.0,dextroscoliosisstructuralcompensatory
6264,Dr ELISA A. LEAR RAYBORN DETROIT MI ,4.0,dextroscoliosisfunctional
6267,Dr Allen Kamrava Beverly Hills CA ,5.0,dextroscoliosis
6268,TERRY L. WILDER Orlando FL ,5.0,levoscoliosis
6269,Dr Eric Dionne Edmonton AB ,5.0,kyphosis
6270,JOSSUE CORRALES MIAMI FL ,5.0,idiopathic
6271,Dr Beth K. Bruening North Sioux City SD ,2.5,infantile
6272,Dr Lysanne Campeau Montreal QC ,3.75,juvenile
6273,Sarah Atkinson Duncan BC ,4.75,lordosis
6275,Dr Cameron Jones Ottawa ON ,4.0,adult
6276,Dr Juan David Arango Miami FL ,5.0,dextroscoliosisstructuralcompensatory
6279,dr jason tutt port moody bc ca,5.0,compensatory
6280,Dr A Kanani Langley BC ,4.0,dextroscoliosis
6281,Dr Jared Frattini New Port Richey FL ,5.0,levoscoliosis
6282,Dr OBEHI A. ASEMOTA Bronx NY ,5.0,kyphosis
6283,Dr JIXING YIN SEATTLE WA ,5.0,idiopathic
6285,Dr Chris Siu Richmond BC ,5.0,juvenile
6286,Dr Ifeoma Iwelumo Clifton NJ ,5.0,lordosis
6287,Dr Fernando M. Akerman Miami Beach FL ,4.75,adolescent
6288,dr ricardo a yazigi towson md us,4.75,adult
6290,Dr R. Bruce McFarlane Winnipeg MB ,4.75,dextroscoliosisfunctional
6291,Dr Tomah Phillips Vancouver BC ,3.5,dextroscoliosislevoscoliosisneuromuscular
6292,Dr John Bogle Calgary AB ,4.5,compensatory
6293,Dr ANNA MINSTER BOSTON MA ,1.25,dextroscoliosis
6294,Dr Anita Breckenridge Campbell CA ,4.75,levoscoliosis
6295,Dr Arseneau Remi Moncton NB ,4.0,kyphosis
6296,Dr Matthew P. Borst Phoenix AZ ,3.0,idiopathic
6297,Dr STEPHANIE G. SANTORO Mickleton NJ ,3.5,infantile
6298,Dr Julio E. Pabon SARASOTA FL ,4.25,juvenile
6300,Dr Malini V. Narayanan Germantown MD ,3.75,adolescent
6301,dr christopher dsylva thornhill on ca,4.75,adult
6302,Dr Shikha Mittoo Toronto ON ,4.0,dextroscoliosisstructuralcompensatory
6303,Dr REED Y. NELSON St. George UT ,5.0,dextroscoliosisfunctional
6304,Dr Renato A. Berger Coconut Creek FL ,4.0,dextroscoliosislevoscoliosisneuromuscular
6305,Dr Rory Gatenby Calgary AB ,4.5,compensatory
6306,Dr JOSEPH V. QUEVEDO Rochester NY ,3.0,dextroscoliosis
6307,Dr Georgina Young Dickinson TX ,5.0,levoscoliosis
6308,Dr Manor Haas Toronto ON ,5.0,kyphosis
6309,Dr ELIZABETH E. AUGER Salt Lake City UT ,4.0,idiopathic
6310,Dr Barry I. Witten St. LOUIS MO ,5.0,infantile
6311,Dr Rajiv Gupta Zanesville OH ,4.0,juvenile
6313,Dr JULIA M. KING LAKEWOOD RANCH FL ,4.0,adolescent
6314,GERRI L. RYAN Bonita CA ,5.0,adult
6315,Dr Albert J. Haddad Toronto ON ,5.0,dextroscoliosisstructuralcompensatory
6317,Dr STEVEN B. SCHWARTZBERG Staten Island NY ,4.0,dextroscoliosislevoscoliosisneuromuscular
6318,Dr Julia Rouget Edmonton AB ,4.0,compensatory
6319,Dr Kathryn Heyworth Brisbane QLD ,5.0,dextroscoliosis
6320,Dr LORNE R. LADNER Centreville VA ,4.0,levoscoliosis
6321,Dr Massoud Saberinia ARLINGTON VA ,5.0,kyphosis
6322,Dr Evan S. Loft Atlanta GA ,4.75,idiopathic
6323,Dr Celina Shih Edmonton AB ,4.5,infantile
6325,dr alida andersen toronto on ca,5.0,lordosis
6326,dr jennifer martins london on ca,5.0,adolescent
6327,Dr Jason Ahlan Calgary AB ,4.0,adult
6328,Dr Madhu Agarwal Redlands CA ,5.0,dextroscoliosisstructuralcompensatory
6329,Dr DANA YAN Fountain Valley CA ,4.5,dextroscoliosisfunctional
6333,Dr Ayman E. Farid Staten Island NY ,3.5,levoscoliosis
6334,Dr Mark Lupin Victoria BC ,4.0,kyphosis
6336,Dr Zyad Hobeychi Terrebonne QC ,5.0,infantile
6337,Dr Richard W. Pomerantz Matthews NC ,4.0,juvenile
6338,Dr Kim M. Ross San Antonio TX ,4.0,lordosis
6339,Dr ANGEL L. VELAZQUEZ Cincinnati OH ,5.0,adolescent
6340,Dr Alex G. Digenis Louisville KY ,4.75,adult
6342,Dr Lynette Cukaj HAWTHORNE NY ,2.0,dextroscoliosisfunctional
6343,Dr Eric A. Pollack Bethesda MD ,3.75,dextroscoliosislevoscoliosisneuromuscular
6344,Dr Jennifer L. Sobol west bloomfield MI ,4.0,compensatory
6345,Dr Spencer G. Wilson Gilbert AZ ,5.0,dextroscoliosis
6347,Dr Ayman Chamma Pointe Claire CA ,4.0,kyphosis
6348,Dr Nutan S. Nadkarni EDISON NJ ,4.0,idiopathic
6349,Dr Howard D. McClamrock BALTIMORE MD ,4.0,infantile
6351,Dr Neil Cochrane Gold Coast QLD ,4.25,lordosis
6352,Dr Jagdish D. Patel EL PASO TX ,4.0,adolescent
6353,Dr William Andrade Newmarket ON ,5.0,adult
6354,Dr Michele Corriveau Ottawa ON ,5.0,dextroscoliosisstructuralcompensatory
6355,Dr Evan J. Tobin Columbus OH ,4.5,dextroscoliosisfunctional
6357,Dr VAIBHAV I. PATEL GOODLETTSVILLE TN ,4.75,compensatory
6359,Dr Suzan Yousef Abdel Salam Barrie ON ,1.0,levoscoliosis
6361,dr nahal vessal calgary ab ca,5.0,idiopathic
6362,Dr Yaron Zedek Las Vegas NV ,4.0,infantile
6363,Dr ROBERT V. DINDINGER OREM UT ,5.0,juvenile
6364,Dr Frank J. Twarog Brookline MA ,1.5,lordosis
6365,Dr Craig R. Peterson Fairhope AL ,4.75,adolescent
6366,Dr B. Harvey Wiener Fort Lauderdale FL ,4.0,adult
6367,dr ashish asawa sugar land tx us,5.0,dextroscoliosisstructuralcompensatory
6369,dr armstrong md newport beach ca us,4.25,dextroscoliosislevoscoliosisneuromuscular
6370,Dr Andre Berger Beverly Hills CA ,3.75,compensatory
6372,dr h andrew couch phoenix az us,5.0,levoscoliosis
6373,Dr JULIA E. MCLAWSEN TACOMA WA ,5.0,kyphosis
6374,ERICA L. BERRY GAINESVILLE VA ,5.0,idiopathic
6375,dr david simone toronto on ca,5.0,infantile
6376,Dr Brett Habijanac Calgary AB ,4.0,juvenile
6377,Dr Michael P. Fitzgerald New York NY ,4.5,lordosis
6379,Dr Karim Meghji Calgary AB ,5.0,adult
6380,Dr Seema Koria Ajax ON ,5.0,dextroscoliosisstructuralcompensatory
